2284	Evendim	1
4003	Morrowdim	1
47299	Time	1
1079	Ainur	1
1727	Children_of_Ilúvatar	1
1997	Dwarves	1
2009	Eagles	1
2145	Elves	1
2204	Ents	1
13543	Incarnate	1
3848	Maiar	1
3903	Men	1
4004	Mortals	1
4203	Orcs	1
4758	Trolls	1
15211	King's_Writer	1
3674	Lambengolmor	1
3717	Lieutenant_of_the_Tower_of_Barad-dûr	1
15498	Marchwardens	1
3897	Mayor_of_Michel_Delving	1
38777	Minstrels	1
42936	Ropers	1
9427	Seers	1
4911	Warden_of_the_Houses_of_Healing	1
32187	Apples	1
1342	Athelas	1
14871	Brambles_of_Mordor	1
32489	Cabbage	1
1770	Corn	1
14873	Gallows-Weed	1
3469	Holly	1
33765	Linquë_súrisse	1
4030	Mushrooms	1
4188	Olvar	1
21473	Pilinehtar	1
4274	Potatoes	1
4569	Strawberries	1
33755	Súriquessë	1
53511	Tea	1
21472	Tomatoes	1
4780	Turnips	1
4942	Wheat	1
21471	Wild_Berries	1
48475	Authorities	1
20649	Barahir's_Outlaw_Band	1
1785	Council_of_Elrond	1
1786	Council_of_Gondor	1
1787	Council_of_the_Sceptre	1
2203	Entmoot	1
2350	Fellowship_of_the_Ring	1
19934	Free_peoples	1
2604	Gaurwaith	1
19989	Gondorian_Military_Forces	1
2815	Grey_Company	1
2839	Guild_of_Venturers	1
2840	Guild_of_Weaponsmiths	1
2851	Gwaith-i-Mírdain	1
6915	Heren_Istarion	1
19990	Host_of_the_West_(Arnor)	1
4164	Oathbreakers	2
4695	Thorin_and_Company	1
4801	Uinendili	1
3837	Union_of_Maedhros	1
18271	Wandering_Companies	1
1789	White_Council	1
1189	Angainor	1
1799	Crown_of_Gondor	1
1859	Dark_Throne	1
43533	Elven_cloaks	1
8615	Elven_rope	1
10802	Fishy_cart	1
17189	Fëanorian_lamps	1
2760	Great_Armament	1
20661	Great_Horn	1
48505	Horn_of_the_Mark	1
3560	Iron_Crown	1
3575	Isildur's_Bane	1
3605	Key_of_Orthanc	1
3894	Mathoms	1
2540	Mirror_of_Galadriel	1
23099	Money	1
53897	Musical_instruments	2
1214	Sceptre_of_Annúminas	1
4436	Seal_of_the_Stewards	1
17039	Staff_of_Doom	1
7294	Standard_of_Elendil	1
43208	Talking_purse	1
6401	Ulumúri	1
4849	Valaróma	1
50364	Aluin	1
28208	Arlisgion	1
49919	Ban	1
49918	Blodrin	1
41086	Bruithwir	1
13925	Calenhir	1
50365	Danuin	1
50368	Fanuin	1
18898	Faring_Forth	1
50351	Findobar	1
17168	Greenland	1
10371	Habar	1
50354	Haldir_(son_of_Orodreth)	1
2895	Haleth_the_Hunter	1
20635	Herendil	1
40453	Ilinsor	1
25045	Kortirion	1
21470	Lavaralda	1
9794	Littleheart	1
50370	Maidros_(grandfather_of_Fëanor)	1
37979	Makar	1
43525	Meássë	1
41082	Nielíqui	1
43410	Nornorë	1
41067	Ómar	1
50913	Orm	1
50352	Orodlin_(son_of_Orodreth)	1
4218	Oromëan	1
28188	Peleg	1
50369	Ranuin	1
50911	Rimion	1
33644	Rog_the_Fleet	1
43377	Silmo	1
1134	Telimektar	1
9802	Thorn_Sir	1
9989	Thû	1
9901	Tilkal	1
4761	Trotter	1
50363	Vairë_(wife_of_Lindo)	1
18354	Southern_Fiefs	1
34499	Neo-Elvish	2
25288	The_Plotz_Declension	2
3718	The_Lhammas	2
23785	The_Tree_of_Tongues	1
21178	Ainulindalë_(song)	2
1829	Aldudénië	2
52869	Cuivienyarna	2
2309	The_Fall_of_Gil-galad	2
15353	Laer_Cú_Beleg	2
3698	Lay_of_Leithian	2
13389	Line_of_Elros_(document)	2
49777	Long_List_of_the_Ents	2
43256	Narn_i_Chîn_Húrin_(tale)	2
33273	Narsilion	2
4124	Noldolantë	2
21250	Ondonóre_Nómesseron_Minaþurie	2
4614	Tale_of_Adanel	2
1234	The_Tale_of_Aragorn_and_Arwen	2
4594	Tale_of_Grief	2
12329	There_and_Back_Again	2
1353	Awakening_of_Men	1
1354	Awakening_of_the_Elves	1
12843	Bilbo's_Farewell_Party	1
15222	Birthday_Toast	2
16036	Breaking_of_the_Fellowship	1
17351	Changing_of_the_World	1
17058	Creation_of_the_Ainur	1
1862	Darkening_of_Valinor	1
18240	The_Dawnless_Day	1
1416	Downfall_of_Barad-dûr	1
1941	Downfall_of_Númenor	1
1987	Durin's_Day	1
2293	Exile_of_the_Noldor	1
2308	Fall_of_Fingolfin	1
2313	Fall_of_the_Noldor	1
12651	Flood_of_Bruinen	1
2772	Great_Journey	1
2776	Great_Plague	1
39145	Great_Signal	1
3507	Hunting_of_the_Wolf	1
15257	Last_Debate	1
3602	Last_Riding_of_the_Keepers	1
3926	Mereth_Aderthad	1
1080	Music_of_the_Ainur	1
38444	Nurtalë_Valinóreva	1
51402	Quest_of_Erebor	2
15440	Quest_of_the_Ring	1
4126	Return_of_the_Noldor	1
1464	Ruin_of_Beleriand	1
1930	Ruin_of_Doriath	1
13130	Second_Music_of_the_Ainur	1
4584	Sundering_of_the_Elves	1
15191	Treachery_of_Men	1
11145	Trilogy_Tuesday	1
3532	Vision_of_Ilúvatar	1
1518	Bladorthin	1
2705	Goldberry	2
2754	Gothmog_(Lieutenant_of_Morgul)	2
4177	Old_Man_Willow	2
4367	River-woman	1
53006	Shadow_over_Hollin	1
50906	Sleeper_in_the_Tower_of_Pearl	1
4718	Thuringwethil	2
1542	Tom_Bombadil	2
4915	Watcher_in_the_Water	1
15146	Anar_(dwarf)	1
8950	Beast_of_Gondolin	1
43958	Berelach	1
14937	Borlas	1
9791	Bronweg	1
19848	Buldar	1
14836	Burin	1
49864	Ceola	1
49860	Céolwulf	1
15160	Dark_Tree	1
50861	Duilin_(father_of_Saelon)	1
14935	Elentir	1
19849	Elmar	1
2195	Enerdhil	1
14942	Faniel	1
2377	Finvain	1
33293	Fíriel_(The_Last_Ship)	1
49865	Geraint	1
2651	Giants	1
49661	Gilbarad	1
5554	Gnomes	1
15402	Gorgol	1
29368	Great_glow-worms	1
35024	Hannar	1
19843	Hazad	1
17376	Herumor_(The_New_Shadow)	1
3464	Hobgoblins	1
23259	Idis	1
43053	Ilkorindi	1
44271	Ilmandur	1
42254	Imrim	1
43052	Inwir	1
52889	Iron_Dragons	1
15384	Kornoldorin	1
15147	Lofar	1
9797	Lothlim	1
19850	Mogru	1
49670	Morwë	1
20458	Nar_(companion_of_Bilbo)	1
9805	Noldorin	1
49674	Nurwë	1
44846	Othrondir	1
15162	Saelon	1
30085	Sea-serpents	1
30095	Spark-dragons	1
19840	Tal-Elmar_(character)	1
4707	Thrall-Noldoli	1
43305	Torhir_Ifant	1
49740	Tréowine	1
48486	Valarindi	1
49721	Éadwine	2
49863	Éarendel	1
49722	Óswine	2
2543	Galathilion	1
3527	Illuin	1
3977	Moon	3
4210	Ormal	1
7418	Stars	1
17474	Statute_of_Finwë_and_Míriel	1
4580	Sun	1
4788	Two_Lamps	1
4757	Two_Trees_of_Valinor	1
1269	Arda	1
1406	Abyss	1
33275	Aiwenórë	1
1733	Circles_of_the_World	1
1917	Door_of_Night	1
2008	Eä	1
33276	Fanyamar	1
44635	Firmament	1
36980	Gates_of_Morning	1
52848	Hidden_Half	1
3529	Ilmen	1
48144	Ilu	1
52849	Martalmar	1
3918	Menel	1
33292	Morwinyon	1
4235	Over-heaven	1
4439	Secret_Fire	1
4621	Tarmenel	1
4721	Timeless_Halls	1
10374	Twilight	1
13154	Unseen	1
4841	Vaiya	1
17469	Veil_of_Arda	1
4874	Vista	1
4875	Void	1
4905	Walls_of_Night	1
12786	Arda_Marred	1
21253	Arda_Unmarred	1
1472	Bent_World	1
13159	Darkness_(concept)	1
13140	Ëalar	1
36734	Edge_of_the_Wild	1
2138	Elvenesse	1
2139	Elvenhome	1
13120	Estel_(philosophical_concept)	1
5734	Eucatastrophe	1
54186	Fana	1
2337	Fëa_and_hröa	1
2380	Fire_of_Ilúvatar	1
1218	Flame_of_Anor	1
12746	Foresight	1
2653	Gift_of_Men	1
13124	Immortality	1
13139	Light_of_Valinor	1
6555	Mythopoeia	2
17151	Olórë_Mallë	1
35792	Ósanwe	1
4387	Round_World_version_of_the_Silmarillion	1
28235	Sea-longing	1
20374	Secondary_world	2
13153	Seen	1
4451	Shadow	1
4565	Straight_Road	1
14924	Sub-creation	1
28192	Unions_of_Elves_and_Men	1
53005	Unlight	1
13760	Waning_of_Dúnedain	1
1811	Accursed_Years	1
5093	Ages	1
19640	Chaining_of_Melkor	1
1861	Dark_Years	1
28424	Days_of_Dearth	1
13134	Dominion_of_Men	1
2083	Elder_Days	1
28238	Fell_Winter_(First_Age)	1
2352	Fell_Winter_(Third_Age)	1
43791	Lomendánar	1
15210	Long_Peace	1
3753	Long_Winter	1
52906	Middle_Days	1
18798	Sleep_of_Yavanna	1
1286	Spring_of_Arda	1
1863	The_Darkness	1
19915	Wandering_Days	1
4917	Watchful_Peace	1
4891	Years_of_the_Sun	1
4928	Werewolves	1
1682	Carcharoth	2
1949	Draugluin	2
4428	Wolf-Sauron	1
3550	Ingwë	2
4189	Olwë	2
5284	Trees	1
42018	Alders	1
41132	Amalion	1
32191	Apple_Trees	1
1331	Ashes	1
1449	Beeches	1
1469	Belthil	1
1499	Birches	1
21466	Carnimírië	1
1696	Cedars	1
1700	Celeborn_(White_Tree)	1
1803	Culumalda	1
34620	Culúrien	1
1871	Dead_Tree	1
2125	Elms	1
2391	Firs	1
15640	Galadh	1
52718	Galadlóriel	1
52719	Glewellin	1
2686	Glingal	1
3510	Huorns	1
3446	Hírilorn	1
52720	Lasgalen	1
21467	Lassemista	1
3696	Laurelin	1
4609	Laurinquë	1
3704	Lebethron	1
3726	Lindens	1
34628	Malinalda	1
3855	Mallorn	1
52721	Melthinorn	1
4097	Nimloth_(tree)	1
4163	Oaks	1
21468	Orofarnë	1
4269	Pines	1
32192	Plum_Trees	1
4391	Rowans	1
4673	Telperion	1
