5521 East
996 Middle-earth
4786 Years_of_the_Trees
4853 Valinor
4673 Telperion
3696 Laurelin
3990 Morgoth
4824 Ungoliant
1269 Arda
4090 Nienna
4886 Yavanna
3696 Laurelin
1345 Aulë
3848 Maiar
1298 Arien
4853 Valinor
1298 Arien
4846 Valar
35108 MEN
3977 Moon
3990 Morgoth
4203 Orcs
4830 Uruk-hai
4758 Trolls
996 Middle-earth
4185 Olog-hai
2145 Elves
30440 ANÁR
2490 Vanyar
30440 ANÁR
4496 Sindarin
1219 Minas_Anor
2730 Gondor
1220 Anórien
2492 Noldor
4848 Valarin
2717 Gollum
4720 Tilion
1269 Arda
2920 Harad
4387 Round_World_version_of_the_Silmarillion
2145 Elves
3462 Hobbits
1298 Arien
3848 Maiar
3706 Legolas
1218 Flame_of_Anor
3977 Moon
