2492 Noldor
3427 High_King_of_the_Noldor
11468 Tatyar
2772 Great_Journey
2378 Finwë
4853 Valinor
4216 Oromë
4728 Tirion
2338 Fëanor
2435 Formenos
3990 Morgoth
1862 Darkening_of_Valinor
3649 Kinslaying_at_Alqualondë
2365 Finarfin
3816 Losgar
1006 Dagor-nuin-Giliath
3836 Maedhros
2966 Helcaraxë
2376 Fingon
4680 Thangorodrim
3427 High_King_of_the_Noldor
1005 Dagor_Bragollach
2376 Fingon
1018 Nirnaeth_Arnoediad
4775 Turgon
10873 Fall_of_Gondolin
2254 Gil-galad
1001 War_of_Wrath
4822 Undying_Lands
3728 Lindon
2252 Eregion
1038 War_of_the_Last_Alliance
2128 Elrond
2378 Finwë
2338 Fëanor
2365 Finarfin
2372 Fingolfin
2376 Fingon
4775 Turgon
2254 Gil-galad
