2145 Elves
4671 Teleri
1461 Beleriand
1926 Doriath
2133 Thingol
1900 Dior
2772 Great_Journey
2076 Eldar
4001 Moriquendi
4853 Valinor
1656 Calaquendi
3902 Melian
1802 Cuiviénen
5293 Elwë
4189 Olwë
1461 Beleriand
4042 Nan_Elmoth
3902 Melian
3848 Maiar
1104 Aman
14457 Eglath
2059 Eglador
1997 Dwarves
4122 Nogrod
1457 Belegost
1524 Blue_Mountains
3917 Menegroth
2492 Noldor
3990 Morgoth
1192 Angband
1926 Doriath
2665 Girdle_of_Melian
1927 Iathrim
2338 Fëanor
4228 Ossë
996 Middle-earth
1734 Círdan
2061 Eglarest
1610 Brithombar
2307 Falathrim
2305 Falas
15325 Nevrast
3456 Hithlum
35627 Elves_of_Mithrim
3665 Laiquendi
4043 Nandor
3968 Misty_Mountains
1045 Anduin
3710 Lenwë
4229 Ossiriand
3728 Lindon
1656 Calaquendi
4853 Valinor
4437 Second_Age
1001 War_of_Wrath
2929 Harlindon
1699 Celeborn
3968 Misty_Mountains
2153 Silvan_Elves
4496 Sindarin
4043 Nandor
4671 Teleri
1802 Cuiviénen
2052 Edhellond
1763 Common_Telerin
4291 Quenya
4496 Sindarin
2392 First_Age
12873 Doriathrin
14928 Falathrin
4291 Quenya
1461 Beleriand
2725 Gondolin
5093 Ages
3764 Elvish
996 Middle-earth
1277 Númenóreans
2730 Gondor
1304 Arnor
2153 Silvan_Elves
4044 Nandorin
2171 Silvan_Elvish
3823 Lothlórien
1680 Caras_Galadhon
1148 Amroth
4100 Nimrodel
4496 Sindarin
4291 Quenya
2492 Noldor
4283 Primitive_Quendian
14179 Sindel
3674 Lambengolmor
2133 Thingol
4291 Quenya
35627 Elves_of_Mithrim
14015 Edhel
14203 Calben
4291 Quenya
