4583 Swanfleet
2261 Eriador
19934 Free_peoples
2083 Elder_Days
3848 Maiar
4228 Ossë
4671 Teleri
1455 Belegaer
1104 Aman
1102 Alqualondë
29396 Swan-ships
4808 Ulmo
4846 Valar
4771 Tuor
4871 Vinyamar
1204 Annael
21306 Eärendil
4867 Vingilótë
3823 Lothlórien
29396 Swan-ships
4690 Third_Age
1907 Dol_Amroth
4496 Sindarin
10103 Alph
4104 Nîn-in-Eilph
4291 Quenya
10104 Alqua
1102 Alqualondë
4672 Telerin
17851 Ilkorin
33423 Gnomish
7982 Qenya
4146 Númenor
29399 Swans_of_Gorbelgod
1345 Aulë
4771 Tuor
3667 Lake_Mithrim
9066 House_of_the_Wing
2725 Gondolin
28190 House_of_the_Swan
1542 Tom_Bombadil
1079 Ainur
2145 Elves
