2730 Gondor
1442 Bay_of_Belfalas
38198 Cobas_Haven
4005 Morthond
1909 Princes_of_Dol_Amroth
1467 Belfalas
28214 Sea-ward_Tower
2145 Elves
1461 Beleriand
2052 Edhellond
4437 Second_Age
1277 Númenóreans
2304 Faithful
2091 Elendil
1467 Belfalas
2539 Galadriel
1699 Celeborn
1148 Amroth
35108 MEN
2538 Galador
3544 Imrazôr
3973 Mithrellas
1772 Corsairs_of_Umbar
3543 Imrahil
3947 Minas_Tirith
4344 War_of_the_Ring
4495 Sindar
2304 Faithful
4146 Númenor
2740 Gondorians
3938 Middle_Men
2423 Aragorn
4496 Sindarin
4496 Sindarin
25810 Dol
1148 Amroth
2730 Gondor
3821 Lothíriel
1772 Corsairs_of_Umbar
