2492 Noldor
2725 Gondolin
2145 Elves
15325 Nevrast
2492 Noldor
4495 Sindar
4775 Turgon
4767 Tumladen
3674 Lambengolmor
2338 Fëanor
4399 Rúmil_(elf_of_Tirion)
4771 Tuor
3526 Idril
4024 Mouths_of_Sirion
4024 Mouths_of_Sirion
1926 Doriath
1743 Cirth
3728 Lindon
1001 War_of_Wrath
1967 Dúnedain
4437 Second_Age
2254 Gil-galad
3609 Moria
3613 Khuzdul
1524 Blue_Mountains
1023 War_of_the_Elves_and_Sauron
2252 Eregion
996 Middle-earth
2259 Tol_Eressëa
1057 Ælfwine
2083 Elder_Days
4496 Sindarin
4291 Quenya
32178 BEN
14964 Golodh
14169 Tavrobel
1057 Ælfwine
15820 Gilfanon
