5830 Westlands
2730 Gondor
4437 Second_Age
4690 Third_Age
4426 Sauron
996 Middle-earth
19934 Free_peoples
3689 Last_Alliance_of_Elves_and_Men
1378 Frodo_Baggins
2577 Samwise_Gamgee
4194 The_One_Ring
2247 Ered_Lithui
2233 Ephel_Dúath
3945 Minas_Morgul
3944 Minas_Ithil
4465 Shelob
1740 Cirith_Ungol
1991 Durthang
4796 Udûn_(valley)
3982 Morannon
1841 Dagorlad
1415 Barad-dûr
2247 Ered_Lithui
2748 Plateau_of_Gorgoroth
4010 Mount_Doom
4215 Orodruin
3733 Lithlad
14871 Brambles_of_Mordor
4156 Nurn
4157 Sea_of_Núrnen
3587 Ithilien
1045 Anduin
4336 Rhûn
3607 Khand
2489 Melkor
2392 First_Age
1953 Drúedain
3587 Ithilien
1045 Anduin
4465 Shelob
1001 War_of_Wrath
1461 Beleriand
2145 Elves
35108 MEN
4194 The_One_Ring
1415 Barad-dûr
1855 Dark_Lord
1023 War_of_the_Elves_and_Sauron
1861 Dark_Years
4146 Númenor
2030 Easterlings
2924 Haradrim
1007 Battle_of_Dagorlad
3689 Last_Alliance_of_Elves_and_Men
2730 Gondor
2776 Great_Plague
4068 Nazgûl
1038 War_of_the_Last_Alliance
3944 Minas_Ithil
1911 Dol_Guldur
1789 White_Council
32162 Attack_on_Dol_Guldur
4157 Sea_of_Núrnen
1020 Battle_of_the_Pelennor_Fields
1378 Frodo_Baggins
4203 Orcs
4496 Sindarin
34024 MOR
10671 Dôr
4291 Quenya
1850 Dark_Land
3607 Khand
4336 Rhûn
5091 Sea_of_Helcar
4337 Sea_of_Rhûn
4157 Sea_of_Núrnen
4337 Sea_of_Rhûn
4426 Sauron
1415 Barad-dûr
4215 Orodruin
1506 Black_Gate
