4846 Valar
3531 Ilúvatar
996 Middle-earth
3990 Morgoth
1269 Arda
20116 Mandos
2145 Elves
1269 Arda
3990 Morgoth
1269 Arda
2008 Eä
3990 Morgoth
3531 Ilúvatar
1080 Music_of_the_Ainur
1104 Aman
4846 Valar
1727 Children_of_Ilúvatar
1286 Spring_of_Arda
4837 Utumno
4788 Two_Lamps
4853 Valinor
13139 Light_of_Valinor
2076 Eldar
3963 Míriel
2338 Fëanor
2313 Fall_of_the_Noldor
4824 Ungoliant
4490 Silmarils
2378 Finwë
1354 Awakening_of_the_Elves
1938 Dorthonion
1455 Belegaer
1461 Beleriand
1001 War_of_Wrath
17351 Changing_of_the_World
1472 Bent_World
1104 Aman
2259 Tol_Eressëa
7418 Stars
3848 Maiar
4451 Shadow
3531 Ilúvatar
4426 Sauron
4194 The_One_Ring
4614 Tale_of_Adanel
20468 Túrin
2277 Estel
21253 Arda_Unmarred
17474 Statute_of_Finwë_and_Míriel
1344 Athrabeth_Finrod_ah_Andreth
4291 Quenya
51244 -ina
4848 Valarin
1269 Arda
21253 Arda_Unmarred
3990 Morgoth
2337 Fëa_and_hröa
4451 Shadow
2277 Estel
