1461 Beleriand
3656 Ladros
2042 Echoriad
2244 Ered_Gorgoroth
1287 Ard-galen
4368 Rivil
3952 Mindeb
1065 Aeluin
43179 Foen
4846 Valar
4837 Utumno
2145 Elves
2392 First_Age
2133 Thingol
2492 Noldor
1202 Angrod
1064 Aegnor
2346 Finrod
4052 Nargothrond
3427 High_King_of_the_Noldor
2372 Fingolfin
3990 Morgoth
1005 Dagor_Bragollach
4656 Taur-nu-Fuin_(Dorthonion)
20454 Barahir
2751 Gorlim
20454 Barahir
20442 Beren
4203 Orcs
7239 Rivil's_Well
1423 Ring_of_Barahir
2244 Ered_Gorgoroth
18210 29_February
4754 Treebeard
1578 Meriadoc_Brandybuck
2494 Peregrin_Took
2320 Fangorn_Forest
4496 Sindarin
10671 Dôr
10672 Thôn
