2372 Fingolfin
2378 Finwë
3427 High_King_of_the_Noldor
2338 Fëanor
2392 First_Age
1461 Beleriand
3456 Hithlum
15325 Nevrast
2725 Gondolin
3990 Morgoth
1018 Nirnaeth_Arnoediad
1005 Dagor_Bragollach
2254 Gil-galad
1734 Círdan
2816 Grey_Havens
4771 Tuor
3509 Huor
4775 Turgon
2725 Gondolin
3526 Idril
35108 MEN
35108 MEN
2145 Elves
2396 Firstborn
2128 Elrond
2130 Elros
4146 Númenor
2423 Aragorn
1324 Arwen
4690 Third_Age
10873 Fall_of_Gondolin
4024 Mouths_of_Sirion
2305 Falas
21306 Eärendil
4846 Valar
1001 War_of_Wrath
4214 Orodreth
2366 House_of_Finarfin
