4690 Third_Age
4426 Sauron
1911 Dol_Guldur
13580 Wise
1304 Arnor
2730 Gondor
1255 Araphant
4190 Ondoher
4975 Witch-king
1199 Angmar
1316 Arthedain
1304 Arnor
2145 Elves
4364 Rivendell
4068 Nazgûl
3983 Mordor
3944 Minas_Ithil
3945 Minas_Morgul
2001 Dwarves_of_Khazad-dûm
3609 Moria
2730 Gondor
4395 Ruling_Steward
13580 Wise
1911 Dol_Guldur
2585 Gandalf
5521 East
3606 Khamûl
3964 Mirkwood
4068 Nazgûl
35108 MEN
4395 Ruling_Steward
3874 Mardil
2234 Eradan
2979 Herion
1456 Belegorn
3511 Húrin_I
4777 Túrin_I
2886 Hador_(Steward_of_Gondor)
1424 Barahir_(Steward_of_Gondor)
1901 Dior_(Steward_of_Gondor)
1883 Denethor_I
3945 Minas_Morgul
3983 Mordor
4203 Orcs
2945 Umbar
1658 Calenardhon
2776 Great_Plague
1721 Chieftains_of_the_Dúnedain
4303 Rangers_of_the_North
1244 Aranarth
1242 Arahael
1252 Aranuir
1263 Aravir
1235 Aragorn_I
1232 Araglas
1238 Arahad_I
4982 Wolves
3462 Hobbits
4471 The_Shire
4677 Thain
3582 Isumbras_Took_I
1626 Buckland
1997 Dwarves
15256 Durin's_Folk
2817 Grey_Mountains
2236 Lonely_Mountain
4705 Thráin_I
4697 Thorin_I
9320 Kings_of_Durin's_Folk
2692 Glóin_(King_of_Durin's_Folk)
4169 Óin_(King_of_Durin's_Folk)
2227 Éothéod
1045 Anduin
4563 Stoors
2669 Gladden_Fields
1199 Angmar
4830 Uruk-hai
2030 Easterlings
35108 MEN
4194 The_One_Ring
3587 Ithilien
4226 Osgiliath
2128 Elrond
