1997 Dwarves
7237 Dwarf_realms
3968 Misty_Mountains
4437 Second_Age
1977 Durin
2843 Gundabad
3968 Misty_Mountains
1356 Azanulbizar
18284 Durin's_Crown
3611 Kheled-zâram
3966 Mirrormere
9190 Durin's_Stone
2763 Great_Gates
17667 First_Hall
1604 Bridge_of_Khazad-dûm
2392 First_Age
2145 Elves
1461 Beleriand
12229 Dwarves_of_the_Blue_Mountains
1524 Blue_Mountains
1001 War_of_Wrath
4122 Nogrod
1457 Belegost
35108 MEN
1175 Vales_of_Anduin
1981 Durin_IV
2492 Noldor
2252 Eregion
3997 Walls_of_Moria
4062 Narvi
1703 Celebrimbor
1918 Doors_of_Durin
1980 Durin_III
4361 Rings_of_Power
4426 Sauron
7094 Sack_of_Eregion
2843 Gundabad
1038 War_of_the_Last_Alliance
3974 Mithril
1983 Durin_VI
1986 Durin's_Bane
4033 Náin_I
996 Middle-earth
3609 Moria
3990 Morgoth
3983 Mordor
1024 Battle_of_Azanulbizar
2763 Great_Gates
4978 Wizards
2585 Gandalf
2002 Balin's_Colony
1400 Balin
1493 Bilbo_Baggins
51402 Quest_of_Erebor
2002 Balin's_Colony
2236 Lonely_Mountain
1985 Durin's_Axe
2423 Aragorn
1378 Frodo_Baggins
4364 Rivendell
2350 Fellowship_of_the_Ring
1676 Caradhras
1546 Book_of_Mazarbul
4758 Trolls
1401 Balrogs
3990 Morgoth
3823 Lothlórien
2190 Endless_Stair
1984 Durin_VII
2449 Fourth_Age
9320 Kings_of_Durin's_Folk
2763 Great_Gates
1716 Chamber_of_Mazarbul
15356 Seventh_Level
1918 Doors_of_Durin
2350 Fellowship_of_the_Ring
4039 Nameless_Things
4496 Sindarin
34024 MOR
21937 Iâ
4496 Sindarin
2851 Gwaith-i-Mírdain
1703 Celebrimbor
3613 Khuzdul
3608 Khuzd
22083 Dûm
4291 Quenya
2492 Noldor
4496 Sindarin
41885 Rond
4939 Westron
21252 Sundocarme
4203 Orcs
11462 Twenty-first_Hall
4492 Celebdil
1986 Durin's_Bane
7296 Second_Hall
17667 First_Hall
3561 Iron_Hills
1843 Dáin_Ironfoot
1400 Balin
2449 Fourth_Age
