4291 Quenya
4496 Sindarin
2492 Noldor
4495 Sindar
2133 Thingol
3649 Kinslaying_at_Alqualondë
2492 Noldor
2338 Fëanor
1805 Curufin
2372 Fingolfin
1294 Argon
2376 Fingon
2365 Finarfin
1461 Beleriand
3548 Inglor
1834 Ambarussa
1144 Amras
14028 Amros
3839 Maglor
8308 Maitimo
8309 Russandol
3836 Maedhros
21555 Tyelkormo
1707 Celegorm
8377 Carnistir
1678 Caranthir
1202 Angrod
1064 Aegnor
4775 Turgon
3526 Idril
2346 Finrod
2539 Galadriel
21306 Eärendil
4853 Valinor
7982 Qenya
17851 Ilkorin
9805 Noldorin
