2330 Farthings
4471 The_Shire
4712 Three-Farthing_Stone
2322 Far_Downs
4475 Westmarch
3931 Michel_Delving
4742 Took_Family
4677 Thain
4745 Tookland
3460 Hobbiton
1493 Bilbo_Baggins
1378 Frodo_Baggins
2795 Green_Hill_Country
3461 Hobbiton_Hill
4944 White_Downs
2322 Far_Downs
12490 Bywater_Pool
4918 The_Water
16266 Norbourn
2027 East_Road
4527 South_Lane
12807 Rushock_Bog
1647 Bywater
3460 Hobbiton
12804 Needlehole
12803 Nobottle
4236 Overhill
4744 Tookbank
4762 Tuckborough
4921 Waymeet
3734 Little_Delving
3931 Michel_Delving
4956 Whitwell
2803 Greenholm
3582 Isumbras_Took_I
4677 Thain
1493 Bilbo_Baggins
1369 Bag_End
1946 Green_Dragon
1647 Bywater
51402 Quest_of_Erebor
1378 Frodo_Baggins
18669 23_September
1378 Frodo_Baggins
2577 Samwise_Gamgee
2494 Peregrin_Took
1369 Bag_End
1794 Crickhollow
1578 Meriadoc_Brandybuck
1003 Battle_of_Bywater
18519 1_November
3897 Mayor_of_Michel_Delving
16512 Free_Fair
4944 White_Downs
3732 Lithe
4939 Westron
19898 Hobbitish
