2145 Elves
3462 Hobbits
2076 Eldar
10692 Yén
1767 Coranar
3738 Loa
4895 Yestarë
3930 Mettarë
2189 Enderi
4291 Quenya
4496 Sindarin
4476 Shire_Calendar
4895 Yestarë
7416 Appendix_B
18340 6_April
4895 Yestarë
18340 6_April
4763 Tuilë
2282 Ethuil
18449 7_April
18737 30_May
3666 Lairë
3663 Laer
18661 1_June
18486 9_August
4888 Yávië
3523 Iavas
19015 10_August
18710 3_October
2189 Enderi
18666 4_October
18847 6_October
4288 Quellë
2390 Firith
19078 7_October
18536 30_November
3499 Hrívë
4331 Rhîw
18670 1_December
18091 10_February
1757 Coirë
2043 Echuir
18092 11_February
18447 4_April
3930 Mettarë
18448 5_April
3688 Lasse-lanta
4049 Narbeleth
47568 Haranyë
43866 Elenya
43867 Orgilion
7418 Stars
10125 Anarya
43864 Oranor
4580 Sun
43868 Isilya
44236 Orithil
3977 Moon
1830 Aldúya
4207 Orgaladhad
43871 Menelya
44237 Ormenel
43872 Valanya
4613 Tárion
43873 Orbelain
43874 Rodyn
4846 Valar
4895 Yestarë
7416 Appendix_B
18340 6_April
4476 Shire_Calendar
18340 6_April
4891 Years_of_the_Sun
2392 First_Age
1493 Bilbo_Baggins
2730 Gondor
18340 6_April
4690 Third_Age
