4757 Two_Trees_of_Valinor
3990 Morgoth
4824 Ungoliant
5835 Valian_Years
4580 Sun
2492 Noldor
3867 Manwë
2372 Fingolfin
2338 Fëanor
4824 Ungoliant
1352 Avathar
2378 Finwë
2435 Formenos
4490 Silmarils
2338 Fëanor
4846 Valar
996 Middle-earth
29396 Swan-ships
2316 Falmari
2313 Fall_of_the_Noldor
20116 Mandos
1914 Doom_of_Mandos
2365 Finarfin
2341 Sons_of_Fëanor
2340 Oath_of_Fëanor
1461 Beleriand
4203 Orcs
2948 Havens_of_the_Falas
1002 First_Battle_of_Beleriand
4495 Sindar
1926 Doriath
2665 Girdle_of_Melian
3665 Laiquendi
1006 Dagor-nuin-Giliath
3836 Maedhros
4680 Thangorodrim
3975 Mithrim
2966 Helcaraxë
1461 Beleriand
5458 Battle_of_the_Lammoth
