996 Middle-earth
2392 First_Age
1461 Beleriand
2025 East_Beleriand
1466 West_Beleriand
4248 Pass_of_Sirion
2065 Eithel_Sirion
2251 Ered_Wethrin
1287 Ard-galen
3975 Mithrim
3456 Hithlum
1413 Barad_Eithel
2354 Fen_of_Serech
21227 Echoriath
1894 Dimbar
1926 Doriath
2356 Fens_of_Sirion
2315 Falls_of_Sirion
1167 Andram
2603 Gates_of_Sirion
4047 Nan-tathren
1396 Bay_of_Balar
1455 Belegaer
4024 Mouths_of_Sirion
4368 Rivil
1962 Dry_River
3952 Mindeb
4041 Nan_Dungortheb
2244 Ered_Gorgoroth
4663 Teiglin
2273 Esgalduin
1047 Aros
2424 Forest_of_Region
1709 Celon
3444 Himring
3442 Himlad
4058 Narog
1609 Ford_of_Brithiach
6402 Iant_Iaur
1602 Brethil
2133 Thingol
15498 Marchwardens
1044 Aelin-uial
2372 Fingolfin
2376 Fingon
4248 Pass_of_Sirion
4502 Tol_Sirion
2048 Edain
2897 House_of_Haleth
4495 Sindar
2133 Thingol
3902 Melian
2061 Eglarest
1610 Brithombar
1734 Círdan
3946 Minas_Tirith_(Beleriand)
2346 Finrod
1005 Dagor_Bragollach
4735 Tol-in-Gaurhoth
4496 Sindarin
9805 Noldorin
29343 Sîr
50959 -ion
3613 Khuzdul
22028 Gabilān
22336 Gabil
