2488 Rohirrim
4947 White_Mountains
2054 Edoras
2934 Harrowdale
4516 Snowbourn
38261 Stair_of_the_Hold
29235 Firienfeld
1895 Dimholt
1868 Paths_of_the_Dead
29126 Pre-Númenóreans
3938 Middle_Men
4164 Oathbreakers
4437 Second_Age
4377 Rohan
4282 Púkel-men
1953 Drúedain
2488 Rohirrim
1975 Dunlendings
2454 Fréaláf
3753 Long_Winter
2054 Edoras
4203 Orcs
1037 War_of_the_Dwarves_and_Orcs
4947 White_Mountains
4903 Walda
2423 Aragorn
2663 Gimli
3706 Legolas
2815 Grey_Company
18257 7_March
2478 Théoden
1578 Meriadoc_Brandybuck
18259 9_March
2730 Gondor
18267 10_March
