19415	A_Description_of_the_Island_of_Númenor
1059	Adûnaic
1077	Ailinel
19508	Aldarion_and_Erendis:_The_Mariner's_Wife
1100	Almarian
1101	Almiel
1176	Andúnië
7388	Appendix_A
7416	Appendix_B
2423	Aragorn
1304	Arnor
17931	Christopher_Gilson
954	Christopher_Tolkien
2069	Elatan
2099	Elendilmir
2304	Faithful
2730	Gondor
11562	Helge_Fauskanger
2131	House_of_Elros
10195	Isilmë
938	J.R.R._Tolkien
3620	King_of_Númenor
1178	Lords_of_Andúnië
3671	Master_of_Lake-town
996	Middle-earth
3974	Mithril
4146	Númenor
1277	Númenóreans
23651	Parma_Eldalamberon_17
4291	Quenya
10759	Riel
1423	Ring_of_Barahir
4433	Sceptre
4437	Second_Age
19527	Second_Age_1098
18106	Second_Age_192
19520	Second_Age_350
18598	Second_Age_521
31462	Second_Age_532
19530	Second_Age_543
19519	Second_Age_603
31506	Second_Age_630
19525	Second_Age_700
31510	Second_Age_712
31511	Second_Age_729
19521	Second_Age_751
19532	Second_Age_942
4496	Sindarin
1090	Tar-Aldarion
1107	Tar-Amandil
1273	Tar-Elendil
3922	Tar-Meneldur
17191	The_Disaster_of_the_Gladden_Fields
8028	The_Etymologies
19514	The_Line_of_Elros:_Kings_of_Númenor
975	The_Lord_of_the_Rings
17670	The_Lord_of_the_Rings_(50th_Anniversary_Edition)
990	The_Lost_Road_and_Other_Writings
995	Unfinished_Tales
4843	Valandil_(Lord_of_Andúnië)
4344	War_of_the_Ring
17145	Tolkien_Gateway:Manual_of_Style
53833	Category:Images_by_Sara_M._Morello
42607	Category:Images_of_Silmariën
